bib,title,num,type,note,review,reviewer,source
17517336,"Emigration (and Coolie immigration), 1885. Volume 1, Despatches, Eastern, Australian and miscellaneous.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,y,zid,zid
17517336,"Emigration (and Coolie immigration), 1885. Volume 1, Despatches, Eastern, Australian and miscellaneous.",2,a,Title from publisher's website.,y,zid,zid
17517337,"Emigration (and Coolie immigration), 1885. Volume 2, Despatches, British Guiana and Trinidad.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,y,zid,zid
17517337,"Emigration (and Coolie immigration), 1885. Volume 2, Despatches, British Guiana and Trinidad.",2,a,Title from publisher's website.,y,zid,zid
17517338,"Emigration (and Coolie immigration), 1885. Volume 3, Despatches, Jamaica, Windward and Leeward Islands.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,y,zid,zid
17517338,"Emigration (and Coolie immigration), 1885. Volume 3, Despatches, Jamaica, Windward and Leeward Islands.",2,a,Title from publisher's website.,y,zid,zid
17517339,"Emigration (and Coolie immigration), 1885. Volume 4, Offices and companies.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,y,zid,zid
17517339,"Emigration (and Coolie immigration), 1885. Volume 4, Offices and companies.",2,a,Title from publisher's website.,y,zid,zid
17517340,"Emigration (Coolie immigration), 1885. Volume 5, Agents, individuals and surgeons.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,y,zid,zid
17517340,"Emigration (Coolie immigration), 1885. Volume 5, Agents, individuals and surgeons.",2,a,Title from publisher's website.,y,zid,zid
17517341,"Emigration (Coolie immigration), 1886. Volume 1, Eastern, Australian, West Indian (except British Guiana), and miscellaneous colonies.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,y,zid,zid
17517341,"Emigration (Coolie immigration), 1886. Volume 1, Eastern, Australian, West Indian (except British Guiana), and miscellaneous colonies.",2,a,Title from publisher's website.,y,zid,zid
17517342,"Emigration (and Coolie immigration), 1886. Volume 2, Despatches, British Guiana.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517342,"Emigration (and Coolie immigration), 1886. Volume 2, Despatches, British Guiana.",2,a,Title from publisher's website.,y,zid,zid
17517343,"Emigration (and Coolie immigration), 1886. Volume 3, Despatches, British Guiana.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517343,"Emigration (and Coolie immigration), 1886. Volume 3, Despatches, British Guiana.",2,a,Title from publisher's website.,y,zid,zid
17517344,"Emigration (and Coolie immigration), 1886. Volume 4, Offices, companies and crown agents.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517344,"Emigration (and Coolie immigration), 1886. Volume 4, Offices, companies and crown agents.",2,a,Title from publisher's website.,y,zid,zid
17517345,"Emigration, 1886, Volume 5, Agents (except crown agents), individuals and surgeons.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517345,"Emigration, 1886, Volume 5, Agents (except crown agents), individuals and surgeons.",2,a,Title from publisher's website.,y,zid,zid
17517346,"Emigration (and Coolie immigration), 1887. Volume 1, Despatches (except British Guiana).",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,y,zid,zid
17517346,"Emigration (and Coolie immigration), 1887. Volume 1, Despatches (except British Guiana).",2,a,Title from publisher's website.,y,zid,zid
17517347,"Emigration (and Coolie immigration), 1887. Volume 2, Despatches, British Guiana.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,y,zid,zid
17517347,"Emigration (and Coolie immigration), 1887. Volume 2, Despatches, British Guiana.",2,a,Title from publisher's website.,y,zid,zid
17517348,"Emigration (and Coolie immigration), 1887. Volume 3, Offices, companies and crown agents.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517348,"Emigration (and Coolie immigration), 1887. Volume 3, Offices, companies and crown agents.",2,a,Title from publisher's website.,y,zid,zid
17517349,"Emigration (and Coolie immigration), 1887. Volume 4, Agents (except crown agents), individuals and surgeons",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517349,"Emigration (and Coolie immigration), 1887. Volume 4, Agents (except crown agents), individuals and surgeons",2,a,Title from publisher's website.,y,zid,zid
17517350,"Emigration (and Coolie immigration), 1888. Volume 1, Eastern, Australian and miscellaneous despatches.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,y,zid,zid
17517350,"Emigration (and Coolie immigration), 1888. Volume 1, Eastern, Australian and miscellaneous despatches.",2,a,Title from publisher's website.,y,zid,zid
17517351,"Emigration (and Coolie immigration), 1888. Volume 2, Despatches, West Indies.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517351,"Emigration (and Coolie immigration), 1888. Volume 2, Despatches, West Indies.",2,a,Title from publisher's website.,y,zid,zid
17517352,"Emigration and Coolie immigration, 1888. Volume 3, Offices, companies and agents (except agents in India).",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517352,"Emigration and Coolie immigration, 1888. Volume 3, Offices, companies and agents (except agents in India).",2,a,Title from publisher's website.,y,zid,zid
17517353,"Emigration and Coolie immigration, 1888. Volume 4, Agents in India, individuals and surgeons.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517353,"Emigration and Coolie immigration, 1888. Volume 4, Agents in India, individuals and surgeons.",2,a,Title from publisher's website.,y,zid,zid
17517354,"Emigration and Coolie immigration, 1889. Volume 1, Despatches (except British Guiana and Trinidad).",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517354,"Emigration and Coolie immigration, 1889. Volume 1, Despatches (except British Guiana and Trinidad).",2,a,Title from publisher's website.,y,zid,zid
17517355,"Emigration (and Coolie immigration), 1889. Volume 2, Despatches British Guiana and Trinidad.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,y,zid,zid
17517355,"Emigration (and Coolie immigration), 1889. Volume 2, Despatches British Guiana and Trinidad.",2,a,Title from publisher's website.,y,zid,zid
17517356,"Emigration (and Coolie immigration), 1889. Volume 3, Offices, companies and crown agents.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,y,zid,zid
17517356,"Emigration (and Coolie immigration), 1889. Volume 3, Offices, companies and crown agents.",2,a,Title from publisher's website.,y,zid,zid
17517357,"Emigration (and Coolie immigration), 1889. Volume 4, Agents (except crown agents), individuals and surgeons.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,y,zid,zid
17517357,"Emigration (and Coolie immigration), 1889. Volume 4, Agents (except crown agents), individuals and surgeons.",2,a,Title from publisher's website.,y,zid,zid
17517358,"Emigration (Coolie immigration), 1890. Volume 1, Eastern, Australian and miscellaneous colonies.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,y,zid,zid
17517358,"Emigration (Coolie immigration), 1890. Volume 1, Eastern, Australian and miscellaneous colonies.",2,a,Title from publisher's website.,y,zid,zid
17517359,"Emigration (and Coolie immigration), 1890. Volume 2, Despatches, West Indian colonies (except Trinidad).",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,y,zid,zid
17517359,"Emigration (and Coolie immigration), 1890. Volume 2, Despatches, West Indian colonies (except Trinidad).",2,a,Title from publisher's website.,y,zid,zid
17517360,"Emigration (Coolie immigration), 1890. Volume 3, Correspondence, Secretary of State, despatches, Trinidad, offices and companies.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,y,zid,zid
17517360,"Emigration (Coolie immigration), 1890. Volume 3, Correspondence, Secretary of State, despatches, Trinidad, offices and companies.",2,o,The following foliated pages were not captured as they were blank: Folio 41 / 53 / 291 / 293 / 295 / 297 / 299 / 301 / 317 / 319 / 321 / 329 / 337 / 381 / 426 / 439 / 514 / 522 / 533 / 547 / 556 / 590 / 656 / 733.,y,zid,zid
17517360,"Emigration (Coolie immigration), 1890. Volume 3, Correspondence, Secretary of State, despatches, Trinidad, offices and companies.",3,a,Title from publisher's website.,y,zid,zid
17517361,"Emigration (and Coolie immigration), 1890. Volume 4, Companies, agents, and individuals.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,y,zid,zid
17517361,"Emigration (and Coolie immigration), 1890. Volume 4, Companies, agents, and individuals.",2,a,Title from publisher's website.,y,zid,zid
17517362,"Emigration (and Coolie immigration) 1891. Volume 1, Despatches, Eastern, Australian, miscellaneous and British Guiana.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,y,zid,zid
17517362,"Emigration (and Coolie immigration) 1891. Volume 1, Despatches, Eastern, Australian, miscellaneous and British Guiana.",2,a,Title from publisher's website.,y,zid,zid
17517363,"Emigration (and Coolie immigration), 1891. Volume 2, Despatches, West Indies.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,y,zid,zid
17517363,"Emigration (and Coolie immigration), 1891. Volume 2, Despatches, West Indies.",2,a,Title from publisher's website.,y,zid,zid
17517364,"Emigration (and Coolie immigration), 1891. Volume 3, Offices and individuals.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,y,zid,zid
17517364,"Emigration (and Coolie immigration), 1891. Volume 3, Offices and individuals.",2,o,The following foliated pages were not captured as they were blank: Folio 161 / 182 / 300 / 333 / 426 / 446 / 563 / 611 / 639 / 656 / 666 / 714 / 717,y,zid,zid
17517364,"Emigration (and Coolie immigration), 1891. Volume 3, Offices and individuals.",3,a,Title from publisher's website.,y,zid,zid
17517365,"Emigration (and Coolie immigration), 1892. Volume 1, Despatches, Eastern, Australian and miscellaneous.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,y,zid,zid
17517365,"Emigration (and Coolie immigration), 1892. Volume 1, Despatches, Eastern, Australian and miscellaneous.",2,a,Title from publisher's website.,y,zid,zid
17517366,"Emigration (and Coolie immigration), 1892. Volume 2, West Indian colonies.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,y,zid,zid
