bib,title,note_num,note
17517438,"Colonial Land and Emigration Commission : ninth general report of the Colonial Land and Emigration Commissioners, 1849.",2,"This document is part of CO 384/84 from The National Archives, UK."
17517438,"Colonial Land and Emigration Commission : ninth general report of the Colonial Land and Emigration Commissioners, 1849.",3,Title from publisher's website.
17517439,"Light's patent life-boat, buoys, belt, and general marine buoyancy company.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.
17517439,"Light's patent life-boat, buoys, belt, and general marine buoyancy company.",2,"This document is part of CO 384/84 from The National Archives, UK."
17517439,"Light's patent life-boat, buoys, belt, and general marine buoyancy company.",3,Title from publisher's website.
17517440,"Colonial Land and Emigration Commission : tenth general report of the Colonial Land and Emigration Commissioners, 1850.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.
17517440,"Colonial Land and Emigration Commission : tenth general report of the Colonial Land and Emigration Commissioners, 1850.",2,"This document is part of CO 384/85 from The National Archives, UK."
17517440,"Colonial Land and Emigration Commission : tenth general report of the Colonial Land and Emigration Commissioners, 1850.",3,Title from publisher's website.
17517441,French Lloyd's register of shipping.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.
17517441,French Lloyd's register of shipping.,2,"This document is part of CO 384/85 from The National Archives, UK."
17517441,French Lloyd's register of shipping.,3,Title from publisher's website.
17517442,"Emigration to New Granada, South America : published by order of the  Provisional Committee of the Society for Promoting Emigration to New Granada.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.
17517442,"Emigration to New Granada, South America : published by order of the  Provisional Committee of the Society for Promoting Emigration to New Granada.",2,"This document is part of CO 384/85 from The National Archives, UK."
17517442,"Emigration to New Granada, South America : published by order of the  Provisional Committee of the Society for Promoting Emigration to New Granada.",3,Title from publisher's website.
17517443,"The Universal Emigration and Colonization Company, embracing the principle of freehold assurance.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.
17517443,"The Universal Emigration and Colonization Company, embracing the principle of freehold assurance.",2,"This document is part of CO 384/85 from The National Archives, UK."
17517443,"The Universal Emigration and Colonization Company, embracing the principle of freehold assurance.",3,Title from publisher's website.
17517444,"Colonial Land and Emigration Commission : eleventh general report of the Colonial Land and Emigration Commissioners, 1851.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.
17517444,"Colonial Land and Emigration Commission : eleventh general report of the Colonial Land and Emigration Commissioners, 1851.",2,"This document is part of CO 384/86 from The National Archives, UK."
17517444,"Colonial Land and Emigration Commission : eleventh general report of the Colonial Land and Emigration Commissioners, 1851.",3,Title from publisher's website.
17517445,Extract from despatches relative to emigration.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.
17517445,Extract from despatches relative to emigration.,2,"This document is part of CO 384/88 from The National Archives, UK."
17517445,Extract from despatches relative to emigration.,3,Title from publisher's website.
17517446,"The Black Star line of packet ships, Liverpool to New York.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.
17517446,"The Black Star line of packet ships, Liverpool to New York.",2,"This document is part of CO 384/88 from The National Archives, UK."
17517446,"The Black Star line of packet ships, Liverpool to New York.",3,Title from publisher's website.
17517447,Important to emigrants! for Boston.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.
17517447,Important to emigrants! for Boston.,2,"This document is part of CO 384/88 from The National Archives, UK."
17517447,Important to emigrants! for Boston.,3,Title from publisher's website.
17517448,Colonization circular : issued by Her Majesty's Colonial Land and Emigration Commissioners.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.
17517448,Colonization circular : issued by Her Majesty's Colonial Land and Emigration Commissioners.,2,"This document is part of CO 384/88 from The National Archives, UK."
17517448,Colonization circular : issued by Her Majesty's Colonial Land and Emigration Commissioners.,3,Title from publisher's website.
17517449,"Black Star line of packets, Liverpool to New York.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.
17517449,"Black Star line of packets, Liverpool to New York.",2,"This document is part of CO 384/88 from The National Archives, UK."
17517449,"Black Star line of packets, Liverpool to New York.",3,Title from publisher's website.
17517450,"To all owners, masters and consignees of vessels arriving at the Port of New York, the Commissioners of Emigration of the State of New York give the following notice.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.
17517450,"To all owners, masters and consignees of vessels arriving at the Port of New York, the Commissioners of Emigration of the State of New York give the following notice.",2,"This document is part of CO 384/88 from The National Archives, UK."
17517450,"To all owners, masters and consignees of vessels arriving at the Port of New York, the Commissioners of Emigration of the State of New York give the following notice.",3,Title from publisher's website.
17517451,"Emigrant ship ""Washington"" : return to an address of the honourable the House of Commons, dated 19 February 1851 : for, a ""Copy of a letter addressed to the Land and Emigration Commissioners by Lord Hobart, enclosing a letter from Mr. Vere Foster to his lordship, detailing the treatment to which he was subjected in common with the other passengers, on board the emigrant Ship 'Washington' in the month of November 1850, while on her passage from Liverpool to New York, with a copy of the answer returned to Lord Hobart by the Commissioners : and also, copies of any correspondence between the Commissioners and the Emigration Officer at Liverpool on the subject.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.
17517451,"Emigrant ship ""Washington"" : return to an address of the honourable the House of Commons, dated 19 February 1851 : for, a ""Copy of a letter addressed to the Land and Emigration Commissioners by Lord Hobart, enclosing a letter from Mr. Vere Foster to his lordship, detailing the treatment to which he was subjected in common with the other passengers, on board the emigrant Ship 'Washington' in the month of November 1850, while on her passage from Liverpool to New York, with a copy of the answer returned to Lord Hobart by the Commissioners : and also, copies of any correspondence between the Commissioners and the Emigration Officer at Liverpool on the subject.",2,"This document is part of CO 384/88 from The National Archives, UK."
